idRating,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age,imdb,themoviedb
18,6,10,4,832039632,GoldenEye,1995,Action|Adventure|Thriller,William,Smith,60,http://www.imdb.com/title/tt0113189/,https://www.themoviedb.org/movie/710
19,6,32,5,832039879,Twelve Monkeys (a.k.a. 12 Monkeys),1995,Mystery|Sci-Fi|Thriller,William,Smith,60,http://www.imdb.com/title/tt0114746/,https://www.themoviedb.org/movie/63
20,6,47,5,832039898,Seven (a.k.a. Se7en),1995,Mystery|Thriller,William,Smith,60,http://www.imdb.com/title/tt0114369/,https://www.themoviedb.org/movie/807
21,6,50,5,832039795,Usual Suspects,1995,Crime|Mystery|Thriller,William,Smith,60,http://www.imdb.com/title/tt0114814/,https://www.themoviedb.org/movie/629
22,6,141,5,832039987,Birdcage,1996,Comedy,William,Smith,60,http://www.imdb.com/title/tt0115685/,https://www.themoviedb.org/movie/11000
23,6,153,4,832039598,Batman Forever,1995,Action|Adventure|Comedy|Crime,William,Smith,60,http://www.imdb.com/title/tt0112462/,https://www.themoviedb.org/movie/414
24,6,161,4,832039665,Crimson Tide,1995,Drama|Thriller|War,William,Smith,60,http://www.imdb.com/title/tt0112740/,https://www.themoviedb.org/movie/8963
25,6,163,4,832040192,Desperado,1995,Action|Romance|Western,William,Smith,60,http://www.imdb.com/title/tt0112851/,https://www.themoviedb.org/movie/8068
26,6,173,3,832039971,Judge Dredd,1995,Action|Crime|Sci-Fi,William,Smith,60,http://www.imdb.com/title/tt0113492/,https://www.themoviedb.org/movie/9482
27,6,204,1,832040016,Under Siege 2: Dark Territory,1995,Action,William,Smith,60,http://www.imdb.com/title/tt0114781/,https://www.themoviedb.org/movie/3512
28,6,288,3,832039737,Natural Born Killers,1994,Action|Crime|Thriller,William,Smith,60,http://www.imdb.com/title/tt0110632/,https://www.themoviedb.org/movie/241
29,6,296,4,832039575,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,William,Smith,60,http://www.imdb.com/title/tt0110912/,https://www.themoviedb.org/movie/680
30,6,315,1,832039953,Specialist,1994,Action|Drama|Thriller,William,Smith,60,http://www.imdb.com/title/tt0111255/,https://www.themoviedb.org/movie/2636
31,6,316,3,832039632,Stargate,1994,Action|Adventure|Sci-Fi,William,Smith,60,http://www.imdb.com/title/tt0111282/,https://www.themoviedb.org/movie/2164
32,6,318,4,832039632,Shawshank Redemption,1994,Crime|Drama,William,Smith,60,http://www.imdb.com/title/tt0111161/,https://www.themoviedb.org/movie/278
33,6,350,3,832059362,Client,1994,Drama|Mystery|Thriller,William,Smith,60,http://www.imdb.com/title/tt0109446/,https://www.themoviedb.org/movie/10731
34,6,353,3,832059413,Crow,1994,Action|Crime|Fantasy|Thriller,William,Smith,60,http://www.imdb.com/title/tt0109506/,https://www.themoviedb.org/movie/9495
35,6,364,4,832059248,Lion King,1994,Adventure|Animation|Children|Drama|Musical|IMAX,William,Smith,60,http://www.imdb.com/title/tt0110357/,https://www.themoviedb.org/movie/8587
36,6,367,3,832059290,Mask,1994,Action|Comedy|Crime|Fantasy,William,Smith,60,http://www.imdb.com/title/tt0110475/,https://www.themoviedb.org/movie/854
37,6,380,3,832039576,True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,William,Smith,60,http://www.imdb.com/title/tt0111503/,https://www.themoviedb.org/movie/36955
38,6,420,3,832039927,Beverly Hills Cop III,1994,Action|Comedy|Crime|Thriller,William,Smith,60,http://www.imdb.com/title/tt0109254/,https://www.themoviedb.org/movie/306
39,6,434,2,832058945,Cliffhanger,1993,Action|Adventure|Thriller,William,Smith,60,http://www.imdb.com/title/tt0106582/,https://www.themoviedb.org/movie/9350
40,6,440,3,832059307,Dave,1993,Comedy|Romance,William,Smith,60,http://www.imdb.com/title/tt0106673/,https://www.themoviedb.org/movie/11566
41,6,442,3,832059362,Demolition Man,1993,Action|Adventure|Sci-Fi,William,Smith,60,http://www.imdb.com/title/tt0106697/,https://www.themoviedb.org/movie/9739
42,6,454,4,832059262,Firm,1993,Drama|Thriller,William,Smith,60,http://www.imdb.com/title/tt0106918/,https://www.themoviedb.org/movie/37233
43,6,457,4,832059172,Fugitive,1993,Thriller,William,Smith,60,http://www.imdb.com/title/tt0106977/,https://www.themoviedb.org/movie/5503
44,6,552,4,832059541,Three Musketeers,1993,Action|Adventure|Comedy|Romance,William,Smith,60,http://www.imdb.com/title/tt0108333/,https://www.themoviedb.org/movie/10057
45,6,592,3,832039575,Batman,1989,Action|Crime|Thriller,William,Smith,60,http://www.imdb.com/title/tt0096895/,https://www.themoviedb.org/movie/268
46,6,593,4,832059191,Silence of the Lambs,1991,Crime|Horror|Thriller,William,Smith,60,http://www.imdb.com/title/tt0102926/,https://www.themoviedb.org/movie/274
47,6,21,4,832039737,Get Shorty,1995,Comedy|Crime|Thriller,William,Smith,60,http://www.imdb.com/title/tt0113161/,https://www.themoviedb.org/movie/8012
48,6,111,4,832058998,Taxi Driver,1976,Crime|Drama|Thriller,William,Smith,60,http://www.imdb.com/title/tt0075314/,https://www.themoviedb.org/movie/103
49,6,208,3,832039685,Waterworld,1995,Action|Adventure|Sci-Fi,William,Smith,60,http://www.imdb.com/title/tt0114898/,https://www.themoviedb.org/movie/9804
50,6,224,5,832040036,Don Juan DeMarco,1995,Comedy|Drama|Romance,William,Smith,60,http://www.imdb.com/title/tt0112883/,https://www.themoviedb.org/movie/1909
51,6,227,2,832040147,Drop Zone,1994,Action|Thriller,William,Smith,60,http://www.imdb.com/title/tt0109676/,https://www.themoviedb.org/movie/4954
52,6,261,4,832040016,Little Women,1994,Drama,William,Smith,60,http://www.imdb.com/title/tt0110367/,https://www.themoviedb.org/movie/9587
53,6,273,3,832040146,Mary Shelley's Frankenstein (Frankenstein),1994,Drama|Horror|Sci-Fi,William,Smith,60,http://www.imdb.com/title/tt0109836/,https://www.themoviedb.org/movie/3036
54,6,337,4,832039971,What's Eating Gilbert Grape,1993,Drama,William,Smith,60,http://www.imdb.com/title/tt0108550/,https://www.themoviedb.org/movie/1587
55,6,515,5,832059443,Remains of the Day,1993,Drama|Romance,William,Smith,60,http://www.imdb.com/title/tt0107943/,https://www.themoviedb.org/movie/1245
56,6,555,3,832040079,True Romance,1993,Crime|Thriller,William,Smith,60,http://www.imdb.com/title/tt0108399/,https://www.themoviedb.org/movie/319
57,6,666,4,832059892,All Things Fair (Lust och fägring stor),1995,Drama|Romance|War,William,Smith,60,http://www.imdb.com/title/tt0113720/,https://www.themoviedb.org/movie/27098
58,56,307,4,1383625728,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0108394/,https://www.themoviedb.org/movie/108
59,56,1590,4,1274780865,Event Horizon,1997,Horror|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0119081/,https://www.themoviedb.org/movie/8413
60,56,1591,3,1274781107,Spawn,1997,Action|Adventure|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0120177/,https://www.themoviedb.org/movie/10336
61,56,2134,2.5,1274766620,Weird Science,1985,Comedy|Fantasy|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0090305/,https://www.themoviedb.org/movie/11814
62,56,3424,0.5,1274770466,Do the Right Thing,1989,Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0097216/,https://www.themoviedb.org/movie/925
63,56,3698,3.5,1274780877,Running Man,1987,Action|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0093894/,https://www.themoviedb.org/movie/865
64,56,1663,2,1274769708,Stripes,1981,Comedy|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0083131/,https://www.themoviedb.org/movie/10890
65,56,2746,1.5,1274780476,Little Shop of Horrors,1986,Comedy|Horror|Musical,Isaiah,Smith,58,http://www.imdb.com/title/tt0091419/,https://www.themoviedb.org/movie/10776
66,56,1221,3,1280385294,Godfather: Part II,1974,Crime|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0071562/,https://www.themoviedb.org/movie/240
67,56,1321,3,1274766553,American Werewolf in London,1981,Comedy|Horror|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0082010/,https://www.themoviedb.org/movie/814
68,56,1645,4,1274780201,The Devil's Advocate,1997,Drama|Mystery|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0118971/,https://www.themoviedb.org/movie/1813
69,56,2028,4,1274779490,Saving Private Ryan,1998,Action|Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0120815/,https://www.themoviedb.org/movie/857
70,56,1,2.5,1274779243,Toy Story,1995,Adventure|Animation|Children|Comedy|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0114709/,https://www.themoviedb.org/movie/862
71,56,2,3.5,1274779650,Jumanji,1995,Adventure|Children|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0113497/,https://www.themoviedb.org/movie/8844
72,56,6,4.5,1274768530,Heat,1995,Action|Crime|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0113277/,https://www.themoviedb.org/movie/949
73,56,19,0.5,1274779660,Ace Ventura: When Nature Calls,1995,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0112281/,https://www.themoviedb.org/movie/9273
74,56,32,3,1274768008,Twelve Monkeys (a.k.a. 12 Monkeys),1995,Mystery|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0114746/,https://www.themoviedb.org/movie/63
75,56,34,4,1274769839,Babe,1995,Children|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0112431/,https://www.themoviedb.org/movie/9598
76,56,36,3,1385015044,Dead Man Walking,1995,Crime|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0112818/,https://www.themoviedb.org/movie/687
77,56,39,2.5,1274779583,Clueless,1995,Comedy|Romance,Isaiah,Smith,58,http://www.imdb.com/title/tt0112697/,https://www.themoviedb.org/movie/9603
78,56,47,3.5,1371186542,Seven (a.k.a. Se7en),1995,Mystery|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0114369/,https://www.themoviedb.org/movie/807
79,56,70,3,1274780080,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0116367/,https://www.themoviedb.org/movie/755
80,56,104,2.5,1274779722,Happy Gilmore,1996,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0116483/,https://www.themoviedb.org/movie/9614
81,56,110,1.5,1274770162,Braveheart,1995,Action|Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0112573/,https://www.themoviedb.org/movie/197
82,56,141,2.5,1381497382,Birdcage,1996,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0115685/,https://www.themoviedb.org/movie/11000
83,56,150,3.5,1274769969,Apollo 13,1995,Adventure|Drama|IMAX,Isaiah,Smith,58,http://www.imdb.com/title/tt0112384/,https://www.themoviedb.org/movie/568
84,56,153,2.5,1274768269,Batman Forever,1995,Action|Adventure|Comedy|Crime,Isaiah,Smith,58,http://www.imdb.com/title/tt0112462/,https://www.themoviedb.org/movie/414
85,56,161,3,1274779587,Crimson Tide,1995,Drama|Thriller|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0112740/,https://www.themoviedb.org/movie/8963
86,56,175,4,1274771128,Kids,1995,Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0113540/,https://www.themoviedb.org/movie/9344
87,56,180,1.5,1274780536,Mallrats,1995,Comedy|Romance,Isaiah,Smith,58,http://www.imdb.com/title/tt0113749/,https://www.themoviedb.org/movie/2293
88,56,185,2.5,1281741821,Net,1995,Action|Crime|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0113957/,https://www.themoviedb.org/movie/1642
89,56,216,3,1274780491,Billy Madison,1995,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0112508/,https://www.themoviedb.org/movie/11017
90,56,223,3,1274779625,Clerks,1994,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0109445/,https://www.themoviedb.org/movie/2292
91,56,231,2,1274768263,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0109686/,https://www.themoviedb.org/movie/8467
92,56,253,4,1274779566,Interview with the Vampire: The Vampire Chronicles,1994,Drama|Horror,Isaiah,Smith,58,http://www.imdb.com/title/tt0110148/,https://www.themoviedb.org/movie/628
93,56,260,3.5,1274768259,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0076759/,https://www.themoviedb.org/movie/11
94,56,267,0.5,1327325260,Major Payne,1995,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0110443/,https://www.themoviedb.org/movie/11008
95,56,293,4.5,1274772083,Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action|Crime|Drama|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0110413/,https://www.themoviedb.org/movie/101
96,56,296,2.5,1281742872,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0110912/,https://www.themoviedb.org/movie/680
97,56,316,2,1274768524,Stargate,1994,Action|Adventure|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0111282/,https://www.themoviedb.org/movie/2164
98,56,317,1.5,1274779788,Santa Clause,1994,Comedy|Drama|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0111070/,https://www.themoviedb.org/movie/11395
99,56,333,2.5,1274780236,Tommy Boy,1995,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0114694/,https://www.themoviedb.org/movie/11381
100,56,344,1.5,1274779438,Ace Ventura: Pet Detective,1994,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0109040/,https://www.themoviedb.org/movie/3049
101,56,356,3,1274770769,Forrest Gump,1994,Comedy|Drama|Romance|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0109830/,https://www.themoviedb.org/movie/13
102,56,364,3,1274779483,Lion King,1994,Adventure|Animation|Children|Drama|Musical|IMAX,Isaiah,Smith,58,http://www.imdb.com/title/tt0110357/,https://www.themoviedb.org/movie/8587
103,56,367,0.5,1274779505,Mask,1994,Action|Comedy|Crime|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0110475/,https://www.themoviedb.org/movie/854
104,56,377,1,1274779416,Speed,1994,Action|Romance|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0111257/,https://www.themoviedb.org/movie/1637
105,56,380,2.5,1274779371,True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0111503/,https://www.themoviedb.org/movie/36955
106,56,410,3,1274779703,Addams Family Values,1993,Children|Comedy|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0106220/,https://www.themoviedb.org/movie/2758
107,56,434,2.5,1274779576,Cliffhanger,1993,Action|Adventure|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0106582/,https://www.themoviedb.org/movie/9350
108,56,435,2,1274779902,Coneheads,1993,Comedy|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0106598/,https://www.themoviedb.org/movie/9612
109,56,455,1,1274780468,Free Willy,1993,Adventure|Children|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0106965/,https://www.themoviedb.org/movie/1634
110,56,457,1.5,1274779200,Fugitive,1993,Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0106977/,https://www.themoviedb.org/movie/5503
111,56,466,1,1274779905,Hot Shots! Part Deux,1993,Action|Comedy|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0107144/,https://www.themoviedb.org/movie/9255
112,56,480,3,1274779179,Jurassic Park,1993,Action|Adventure|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0107290/,https://www.themoviedb.org/movie/329
113,56,485,1.5,1281741828,Last Action Hero,1993,Action|Adventure|Comedy|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0107362/,https://www.themoviedb.org/movie/9593
114,56,500,2,1274779504,Mrs. Doubtfire,1993,Comedy|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0107614/,https://www.themoviedb.org/movie/788
115,56,520,1.5,1274779884,Robin Hood: Men in Tights,1993,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0107977/,https://www.themoviedb.org/movie/8005
116,56,527,5,1274769494,Schindler's List,1993,Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0108052/,https://www.themoviedb.org/movie/424
117,56,539,1.5,1274779535,Sleepless in Seattle,1993,Comedy|Drama|Romance,Isaiah,Smith,58,http://www.imdb.com/title/tt0108160/,https://www.themoviedb.org/movie/858
118,56,541,5,1274769194,Blade Runner,1982,Action|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0083658/,https://www.themoviedb.org/movie/78
119,56,546,3,1274781002,Super Mario Bros.,1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0108255/,https://www.themoviedb.org/movie/9607
120,56,586,2.5,1274779578,Home Alone,1990,Children|Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0099785/,https://www.themoviedb.org/movie/771
121,56,587,2.5,1274768247,Ghost,1990,Comedy|Drama|Fantasy|Romance|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0099653/,https://www.themoviedb.org/movie/251
122,56,588,2,1274768242,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,Isaiah,Smith,58,http://www.imdb.com/title/tt0103639/,https://www.themoviedb.org/movie/812
123,56,589,3.5,1274768864,Terminator 2: Judgment Day,1991,Action|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0103064/,https://www.themoviedb.org/movie/280
124,56,590,3.5,1274770372,Dances with Wolves,1990,Adventure|Drama|Western,Isaiah,Smith,58,http://www.imdb.com/title/tt0099348/,https://www.themoviedb.org/movie/581
125,56,592,3.5,1274779235,Batman,1989,Action|Crime|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0096895/,https://www.themoviedb.org/movie/268
126,56,593,3.5,1274769505,Silence of the Lambs,1991,Crime|Horror|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0102926/,https://www.themoviedb.org/movie/274
127,56,595,3,1274779481,Beauty and the Beast,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,Isaiah,Smith,58,http://www.imdb.com/title/tt0101414/,https://www.themoviedb.org/movie/10020
128,56,597,3.5,1274768513,Pretty Woman,1990,Comedy|Romance,Isaiah,Smith,58,http://www.imdb.com/title/tt0100405/,https://www.themoviedb.org/movie/114
129,56,610,3,1274780561,Heavy Metal,1981,Action|Adventure|Animation|Horror|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0082509/,https://www.themoviedb.org/movie/11827
130,56,648,1,1274779459,Mission: Impossible,1996,Action|Adventure|Mystery|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0117060/,https://www.themoviedb.org/movie/954
131,56,653,1.5,1274779841,Dragonheart,1996,Action|Adventure|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0116136/,https://www.themoviedb.org/movie/8840
132,56,736,1,1274779487,Twister,1996,Action|Adventure|Romance|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0117998/,https://www.themoviedb.org/movie/664
133,56,741,5,1274770846,Ghost in the Shell (Kôkaku kidôtai),1995,Animation|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0113568/,https://www.themoviedb.org/movie/9323
134,56,778,4.5,1274768239,Trainspotting,1996,Comedy|Crime|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0117951/,https://www.themoviedb.org/movie/627
135,56,780,3,1274779385,Independence Day (a.k.a. ID4),1996,Action|Adventure|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0116629/,https://www.themoviedb.org/movie/602
136,56,786,1.5,1274779729,Eraser,1996,Action|Drama|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0116213/,https://www.themoviedb.org/movie/9268
137,56,788,0.5,1274779685,Nutty Professor,1996,Comedy|Fantasy|Romance|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0117218/,https://www.themoviedb.org/movie/9327
138,56,836,1.5,1274766638,Chain Reaction,1996,Action|Adventure|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0115857/,https://www.themoviedb.org/movie/12123
139,56,858,4,1280385304,Godfather,1972,Crime|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0068646/,https://www.themoviedb.org/movie/238
140,56,919,3.5,1274779631,Wizard of Oz,1939,Adventure|Children|Fantasy|Musical,Isaiah,Smith,58,http://www.imdb.com/title/tt0032138/,https://www.themoviedb.org/movie/630
141,56,924,2.5,1384486710,2001: A Space Odyssey,1968,Adventure|Drama|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0062622/,https://www.themoviedb.org/movie/62
142,56,1015,1,1274781662,Homeward Bound: The Incredible Journey,1993,Adventure|Children|Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0107131/,https://www.themoviedb.org/movie/6878
143,56,1020,2,1274780832,Cool Runnings,1993,Comedy,Isaiah,Smith,58,http://www.imdb.com/title/tt0106611/,https://www.themoviedb.org/movie/864
144,56,1090,4.5,1274768711,Platoon,1986,Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0091763/,https://www.themoviedb.org/movie/792
145,56,1101,3.5,1274782132,Top Gun,1986,Action|Romance,Isaiah,Smith,58,http://www.imdb.com/title/tt0092099/,https://www.themoviedb.org/movie/744
146,56,1136,2,1274769270,Monty Python and the Holy Grail,1975,Adventure|Comedy|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0071853/,https://www.themoviedb.org/movie/762
147,56,1196,3.5,1274769517,Star Wars: Episode V - The Empire Strikes Back,1980,Action|Adventure|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0080684/,https://www.themoviedb.org/movie/1891
148,56,1198,3.5,1274779433,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1981,Action|Adventure,Isaiah,Smith,58,http://www.imdb.com/title/tt0082971/,https://www.themoviedb.org/movie/85
149,56,1200,3.5,1274768674,Aliens,1986,Action|Adventure|Horror|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0090605/,https://www.themoviedb.org/movie/679
150,56,1203,4,1318251746,12 Angry Men,1957,Drama,Isaiah,Smith,58,http://www.imdb.com/title/tt0050083/,https://www.themoviedb.org/movie/389
151,56,1208,5,1274768391,Apocalypse Now,1979,Action|Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0078788/,https://www.themoviedb.org/movie/28
152,56,1210,3.5,1274779377,Star Wars: Episode VI - Return of the Jedi,1983,Action|Adventure|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0086190/,https://www.themoviedb.org/movie/1892
153,56,1214,3.5,1415596079,Alien,1979,Horror|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0078748/,https://www.themoviedb.org/movie/348
154,56,1220,1,1274770125,Blues Brothers,1980,Action|Comedy|Musical,Isaiah,Smith,58,http://www.imdb.com/title/tt0080455/,https://www.themoviedb.org/movie/525
155,56,1222,3.5,1274768655,Full Metal Jacket,1987,Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0093058/,https://www.themoviedb.org/movie/600
156,56,1240,3,1274768506,Terminator,1984,Action|Sci-Fi|Thriller,Isaiah,Smith,58,http://www.imdb.com/title/tt0088247/,https://www.themoviedb.org/movie/218
157,56,1242,3.5,1274768740,Glory,1989,Drama|War,Isaiah,Smith,58,http://www.imdb.com/title/tt0097441/,https://www.themoviedb.org/movie/9665
158,56,1265,4.5,1274768221,Groundhog Day,1993,Comedy|Fantasy|Romance,Isaiah,Smith,58,http://www.imdb.com/title/tt0107048/,https://www.themoviedb.org/movie/137
159,56,1270,3,1274768509,Back to the Future,1985,Adventure|Comedy|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0088763/,https://www.themoviedb.org/movie/105
160,56,1274,4.5,1274768814,Akira,1988,Action|Adventure|Animation|Sci-Fi,Isaiah,Smith,58,http://www.imdb.com/title/tt0094625/,https://www.themoviedb.org/movie/149
161,56,1275,3,1274769797,Highlander,1986,Action|Adventure|Fantasy,Isaiah,Smith,58,http://www.imdb.com/title/tt0091203/,https://www.themoviedb.org/movie/8009
